,Section,Date,Authority,Geographical subdivision,Medicare Fraud Strike Force case,Heading,Description,Hyperlink
158,Criminal and Civil Enforcement,"September 5, 2014",U.S. Department of Justice,,0,Two Companies to Pay $3.75 Million for Allegedly Causing Submission of Claims for Unreasonable or Unnecessary Rehabilitation Therapy at Skilled Nursing Facilities,"Life Care Services LLC (LCS), a manager of skilled nursing facilities based in Des Moines, Iowa, and CoreCare V LLP, doing business as ParkVista, a skilled nursing facility in Fullerton, California, have agreed to pay a total of $3.75 million to the government for causing the submission of false claims to Medicare for unreasonable or unnecessary rehabilitation therapy purportedly provided by RehabCare Group East Inc., a subsidiary of Kindred Healthcare Inc.",https://www.justice.gov/opa/pr/2014/September/14-civ-943.html
159,Criminal and Civil Enforcement,"September 4, 2014",U.S. Attorney,Northern District of Illinois,0,Suspended Physician Pleads Guilty To Illegally Dispensing Oxycodone And Falsely Billing Medicare In Undercover Probe,"CHICAGO - A suburban physician whose medical license was suspended after he was arrested earlier this year pleaded guilty today to health care fraud and illegally prescribing controlled substance medications.  The defendant, SATHISH NARAYANAPPA BABU, who owned Anik Life Sciences Medical Corp., admitted that he illegally prescribed oxycodone and other controlled substances, and fraudulently billed Medicare approximately $500,000, and fraudulently collected approximately $216,000, for services he did not provide.",https://www.justice.gov/usao/iln/pr/chicago/2014/pr0904_01.html
160,Criminal and Civil Enforcement,"September 3, 2014",U.S. Attorney,District of North Dakota,0,Glendale California Man Sentenced in Multimillion Dollar Health Insurance Fraud Scheme,"FARGO - U. S. Attorney Timothy Q. Purdon announced that on Sept. 3, 2014, Hovakim David Mkhitarian, 31, Glendale, Calif., was sentenced before U. S. District Judge Ralph R. Erickson to serve seven months in prison and seven months electronic home monitoring for charges of conspiracy to commit health care fraud. Mkhitarian was also ordered to pay $2000 in restitution and a $100 special assessment to the Crime Victims Fund.",https://www.justice.gov/usao/nd/news/2014/09-03-14-Mkhitarian%20Sentenced.html
161,Criminal and Civil Enforcement,"September 3, 2014",U.S. Attorney,Southern District of Illinois,0,Prison Inmate Cheats Taxpayers Out Of Medicaid Funds,"Stephen R. Wigginton, United States Attorney for the Southern District of Illinois, announced today that on September 3, 2014, Christopher Spivey, 30, pled guilty to submitting false and fraudulent bills in relation to personal assistant services in the Home Services Program, a Medicaid Waiver Program designed to allow individuals to stay in their homes instead of entering a nursing home. The investigation determined that Spivey was submitting bills claiming to care for the customer while he was incarcerated in Richland County Jail in Olney, Illinois.",https://www.justice.gov/usao/ils/News/2014/Sep/09032014_Spivey%20Press%20Release.html
162,Criminal and Civil Enforcement,"September 3, 2014",U.S. Attorney,Southern District of Illinois,0,East Saint Louis Woman Pleads Guilty To Health Care Fraud,"Stephen R. Wigginton, United States Attorney for the Southern District of Illinois, announced today, that Beatrice L. Randall, 59, of East Saint Louis, Illinois, pled guilty to a one-count indictment charging that she engaged in a scheme to commit health care fraud. Sentencing has been set for December 5, 2014, in United States District Court in East St. Louis, Illinois. Randall will face up to 10 years in prison, a fine of up to $250,000, and up to 3 years of supervised release.",https://www.justice.gov/usao/ils/News/2014/Sep/09032014_Randall%20Press%20Release.html
163,Criminal and Civil Enforcement,"September 3, 2014",U.S. Attorney,Southern District of New York,0,Staten Island Physician's Assistant And Two Other Individuals Arrested For Illegal Distribution Of Oxycodone Pills,"Preet Bharara, the United States Attorney for the Southern District of New York, James J. Hunt, the Acting Special Agent-in-Charge of the New York Field Division of the U.S. Drug Enforcement Administration (""DEA""), Thomas O'Donnell, the Special Agent-in-Charge of the New York Field Office of the United States Department of Health and Human Services Office of the Inspector General (""HHS-OIG""), and William J. Bratton, the Commissioner of the New York City Policy Department (""NYPD""), announced today the unsealing of an Indictment in Manhattan federal court charging LEONARD MARCHETTA, a physician's assistant, WILLIAM TAGLIAFERRO, and GREGORY ZACCAGNINO with federal drug offenses in connection with an oxycodone distribution ring they operated out of a Staten Island-based medical clinic run by MARCHETTA. ",https://www.justice.gov/usao/nys/pressreleases/September14/MarchettaLeonardetalArrests.php
164,Criminal and Civil Enforcement,"September 3, 2014",U.S. Attorney,Middle District of Louisiana,0,Two More Individuals Sentenced For Their Roles in Large-Scale Medicare Fraud Scheme,"BATON ROUGE, LA - A facility administrator and mental health therapist have been sentenced for their roles in an extensive Medicare fraud scheme. Chief U.S. District Court Judge Brian A. Jackson sentenced the individuals.",https://www.justice.gov/usao/lam/news/2014/pr2014043.html
165,Criminal and Civil Enforcement,"September 2, 2014",U.S. Attorney,Northern District of California,0,The United States Sues Nursing Home Owners And Operators And Their Manager Under The False Claims Act,"SAN FRANCISCO - The United States filed a civil False Claims Act complaint on Friday against the owners, operators, and manager of two nursing homes in Watsonville, Calif., United States Attorney Melinda Haag announced.",https://www.justice.gov/usao/can/news/2014/2014_09_02_nursinghome.sued.press.html
166,Criminal and Civil Enforcement,"September 2, 2014",U.S. Attorney,Middle District of North Carolina,0,Medicaid Provider Pleads to Federal Fraud Charges,"GREENSBORO, N.C. - A Timberlake, North Carolina, woman pleaded guilty to health care fraud and money laundering, announced United States Attorney Ripley Rand of the Middle District of North Carolina.",https://www.justice.gov/usao/ncm/news/2014/09_02_14.html
167,Criminal and Civil Enforcement,"Friday, August 29, 2014",U.S. Department of Justice,,0,Manufacturer of Spinal Devices and Surgeon to Pay United States $2.6 Million to Settle Alleged Kickback Scheme,"Omni Surgical L.P., doing business as Spine 360, a manufacturer of devices used in spinal surgery, and Dr. Jamie Gottlieb, an Indiana spinal surgeon, have agreed to pay $2.6 million to the United States to settle allegations that Spine 360 paid illegal kickbacks to Gottlieb to induce him to use the company's products.  Spine 360 is based in Austin, Texas.",https://www.justice.gov/opa/pr/2014/August/14-civ-920.html
168,Criminal and Civil Enforcement,"Friday, August 29, 2014",U.S. Attorney,Eastern District of Texas,0,Former Hospital Employee Pleads Guilty To Criminal HIPPA Charges,"TYLER, Texas - U.S. Attorney John M. Bales announced today that a former employee of an East Texas hospital has pleaded guilty to criminal HIPAA charges in the Eastern District of Texas.",https://www.justice.gov/usao/txe/News/2014/EDTX_HIPPA_Hippler082914.html
169,Criminal and Civil Enforcement,"August 28, 2014",U.S. Department of Justice,,0,"United States Intervenes in False Claims Act Lawsuits against Evercare Hospice and Palliative Care, Now Known as Optum Palliative Care and Hospice","The United States has partially intervened against defendants in two whistleblower lawsuits in the Federal District Court for the District of Colorado alleging Evercare Hospice and Palliative Care (Evercare) submitted false claims for the Medicare hospice benefit.  Evercare is now known as Optum Palliative and Hospice Care, which provides hospice services across the United States.  One of the suits names Evercare's parent companies, including UnitedHealth Group Inc.",https://www.justice.gov/opa/pr/2014/August/14-civ-915.html
170,Criminal and Civil Enforcement,"August 28, 2014",U.S. Department of Justice,,0,Detroit-Area Man Indicted for Attempting to Conceal Evidence in Connection with Upcoming Trial for $30 Million Medicare Fraud Scheme,"A Detroit -area man was indicted today for obstruction of justice in connection with his alleged attempts to conceal evidence relevant to his upcoming trial for an alleged health care fraud scheme with estimated losses exceeding $30 million. Zafar Mehmood, 48, of Ypsilanti, Michigan, is currently awaiting trial for his alleged role in a health care fraud scheme involving, among other allegations, the submission of fraudulent claims to Medicare for services that were medically unnecessary or never provided.   Mehmood allegedly used at least four home health agencies in the Detroit area, including Access Care Home Care Inc., Patient Care Home Care Inc., Hands On Healing Home Care Inc. and All State Home Care Inc., to perpetrate his fraud.",https://www.justice.gov/opa/pr/2014/August/14-crm-916.html
171,Criminal and Civil Enforcement,"August 27, 2014",U.S. Attorney,Northern District of Alabama,0,Cullman Mother and Son Face Fraud and Tax Charges in Scheme to Steal from East Alabama Health Center,"BIRMINGHAM -- Federal prosecutors today charged a Cullman mother and son in connection with a scheme to defraud federal government health agencies and a non-profit east Alabama health center of more than $100,000 for personal expenditures including electronic fish finders, truck tires, cell phones and an adult website membership.","https://www.justice.gov/usao/aln/News/August%202014/Aug%2027,%202014%20Cullman%20Mother.html"
172,Criminal and Civil Enforcement,"August 27, 2014",U.S. Attorney,Northern District of Georgia,0,Corporate Vice President Pleads Guilty to Healthcare Fraud Scheme,"ATLANTA - Daniel K. Lane, Jr. has pleaded guilty to conspiring to commit healthcare fraud for filing fraudulent claims with Medicare, Blue Cross Blue Shield, and other insurers.",https://www.justice.gov/usao/gan/press/2014/08-27-14.html
173,Criminal and Civil Enforcement,"August 27, 2014",U.S. Attorney,Western District of Virginia,0,Wise Dentist Pleads Guilty To Drug Charges; Newton Mullins Admits to Obtaining Prescription Drugs by Fraud,"ABINGDON, VIRGINIA - A Wise, Va. dentist has admitted to obtaining hydrocodone by fraud and to illegally distributing over 2,500 hydrocodone pills. Newton Carroll Mullins, 65, of Wise, Va., who operates a dental practice in Wise, Virginia, waived his right to be indicted this morning and pled guilty to a two-count Information charging him with one count of possession with the intent to distribute and distributing hydrocodone and one count of obtaining hydrocodone by fraud.",https://www.justice.gov/usao/vaw/news/mullins_27aug2014.html
174,Criminal and Civil Enforcement,"August 26, 2014",U.S. Department of Justice,,1,Owner of Home Health Care Company Sentenced to Nearly Six Years in Prison for Role in $6 Million Medicare Fraud Scheme,"A co-owner of Professional Medical Home Health LLC was sentenced today to serve 70 months in prison and ordered to pay $6.2 million in restitution for her participation in a health care fraud scheme involving the now defunct home health care company. According to court documents, Annarella Garcia, 44, of Hialeah, Florida, was a co-owner of Professional Medical Home Health, a Miami home health care agency that purported to provide home health and therapy services to Medicare beneficiaries.   Between December 2008 and February 2014, Garcia and others engaged in a scheme to bill the Medicare Program for expensive physical therapy and home health care services that were not medically necessary or were not provided.   During that time, Professional Medical Home Health was paid approximately $6.25 million by Medicare for the fraudulent claims.",https://www.justice.gov/opa/pr/2014/August/14-crm-899.html
175,Criminal and Civil Enforcement,"August 26, 2014",U.S. Department of Justice,,0,Former Acting HHS Cyber Security Director Convicted for Engaging in Child Pornography Enterprise,"The former acting director of cyber security at the U.S. Department of Health and Human Services was convicted by a federal jury in the District of Nebraska today of engaging in a child exploitation enterprise, conspiracy to advertise and distribute child pornography, and accessing a computer with intent to view child pornography in connection with his membership in a child pornography website. Timothy DeFoggi, 56, formerly of Germantown, Maryland, is the sixth individual to be convicted as part of an ongoing investigation targeting three child pornography websites.   The three websites were run by a single administrator, who has since been convicted in the District of Nebraska of engaging in a child exploitation enterprise in connection with his administration of the sites.",https://www.justice.gov/opa/pr/2014/August/14-crm-900.html
176,Criminal and Civil Enforcement,"August 26, 2014",U.S. Attorney,Southern District of Texas,0,DME Owner Heads to Prison for Multiple Counts of Health Care Fraud,"HOUSTON - Andrea Michelle Tellison, 47, has been ordered to federal prison for eight years following her convictions of 14 counts of health care fraud and seven counts of aggravated identity theft, announced United States Attorney Kenneth Magidson. A jury convicted Tellison April 2, 2014, following three days of trial and less than two hours of deliberation.",https://www.justice.gov/usao/txs/1News/Releases/2014%20August/140826%20-%20Tellison.html
177,Criminal and Civil Enforcement,"August 25, 2014",U.S. Attorney,Central District of California,0,"South Bay Doctor Pleads Guilty in Medicare Fraud Case, Admitting He Wrote Bogus Prescriptions for Power Wheelchairs and Other DME","LOS ANGELES - A Los Angeles County physician whose referrals led to more than $1.7 million in fraudulent Medicare billing pleaded guilty this afternoon to participating in a conspiracy to defraud Medicare by writing prescriptions for unneeded durable medical equipment (DME), such as power wheelchairs. Charles Okoye, a 52-year-old Carson resident, pleaded guilty to one count of conspiracy to commit health care fraud.",https://www.justice.gov/usao/cac/Pressroom/2014/110.html
178,Criminal and Civil Enforcement,"August 25, 2014",U.S. Department of Justice,,1,Louisiana Psychiatrist Sentenced to Serve More Than Seven Years in Prison for His Role in $258 Million Medicare Fraud Scheme ,"A Louisiana psychiatrist was sentenced in federal court in Baton Rouge, Louisiana, today to serve 86 months in prison for his role in a $258.5 million Medicare fraud scheme involving partial hospitalization psychiatric services.   He was further ordered to pay $43.5 million in restitution and to forfeit all proceeds from the fraudulent scheme. According to documents filed in the case, Zahid Imran, M.D., 56, of Baton Rouge, served as the medical director of Shifa Community Mental Health Center of Baton Rouge, and co-owned Serenity Center of Baton Rouge and Shifa Community Mental Health Center of Texas.   As part of the scheme, Imran admitted mentally ill patients to the facilities, some of whom were inappropriate for partial hospitalization, and then re-certified the patients' appropriateness for the program in an effort to continue to bill Medicare for services.   To support the fraudulent Medicare billing, Imran and others falsified patient treatment records to reflect services on dates when no such services were provided.   Imran pleaded guilty on May 13, 2014, to conspiracy to commit health care fraud.",https://www.justice.gov/opa/pr/2014/August/14-crm-894.html
179,Criminal and Civil Enforcement,"August 22, 2014",U.S. Attorney,Western District of Michigan,0,Lansing Area Doctor Sentenced To Prison for Accepting Kickbacks for Medical Referrals and Not Reporting Cash Income from Signing Medical Marijuana Certifications,"GRAND RAPIDS, MICHIGAN - United States District Judge Robert Holmes Bell sentenced Dr. Shannon Wiggins, 45, of Okemos, Michigan to two years of imprisonment on charges of receipt of health care kickback payments and falsifying an income tax return, U.S. Attorney Patrick A. Miles, Jr. announced today. The convictions arise from an Indictment which charged that between January 2004 and April 2011 Dr. Wiggins conspired with her husband, Mohamad Abduljaber, to receive kickbacks for referring patients for electrodiagnostic testing. Dr. Wiggins also admitted signing a false tax return which did not accurately disclose cash income that she earned from signing medical marijuana certifications. Abduljaber has entered guilty pleas to the same charges and awaits sentencing on October 2.",https://www.justice.gov/usao/miw//news/2014/2014_0822_SWiggins.html
180,Criminal and Civil Enforcement,"August 22, 2014",U.S. Attorney,Middle District of Florida,0,Local Woman Indicted On Health Care Fraud Charges,"Tampa, FL - United States Attorney A. Lee Bentley, III announces the unsealing of an indictment charging Lisvet Martinez (42, Tampa) with twelve counts of health care fraud and two counts of making false statements in connection with health care matters. If convicted on all counts, she faces a maximum penalty of twenty years in federal prison on the health care fraud charge and five years on each of the false statement offenses. The indictment also notifies Martinez that the United States intends to seek a forfeiture money judgment in the amount of at least $251,650.00, which is alleged to be traceable to proceeds of the offense.",https://www.justice.gov/usao/flm/press/2014/Aug/20140822_Martinez.html
181,Criminal and Civil Enforcement,"August 22, 2014",U.S. Attorney,Middle District of Pennsylvania,0,Tioga County Physician and Three Others Indicted For Unlawful Distribution of Controlled Substances and Health Care Fraud,"The United States Attorney's Office for the Middle District of Pennsylvania announced today that a Tioga County physician has been charged with unlawful distribution of controlled substances and health care fraud.  Three other individuals are also charged in an indictment returned Tuesday by a federal grand jury in Scranton, Pennsylvania. According to United States Attorney Peter Smith, the indictment charges Dr. John Terry, age 63, and Thomas Ray, age 51, both of Wellsboro, Pennsylvania, with Possession with Intent to Distribute a Controlled Substance and Health Care Fraud.  It also charges David Hatch, age 27, Addison, New York, and Stephen Heffner, Jr., age 46, Elkland, Pennsylvania, with health care fraud.  The defendants allegedly aided and abetted each other in a scheme to obtain benefits from a health care program by false and fraudulent pretenses.",https://www.justice.gov/usao/pam/news/2014/Terry_08_22_14.html
182,Criminal and Civil Enforcement,"August 22, 2014",U.S. Attorney,Southern District of Texas,0,Humble Man Sentenced for Multiple Convictions in Health Care Fraud Conspiracy,"HOUSTON-Lawrence Tyler, 42, has been ordered to prison for six years following his convictions of conspiracy to commit health care fraud, seven counts of health care fraud and one count of money laundering, announced United States Attorney Kenneth Magidson. A Houston jury convicted Tyler on May 12, 2014, following five days of trial and less than four hours of deliberation.",https://www.fbi.gov/houston/press-releases/2014/humble-man-sentenced-for-multiple-convictions-in-health-care-fraud-conspiracy
183,Criminal and Civil Enforcement,"August 21, 2014",U.S. Attorney,Northern District of Ohio,0,Westlake Cardiologist Indicted For Performing Unnecessary Medical Procedures and Tests to Overbill Insurers by $7.2 Million,"A 16-count indictment was unsealed in federal court charging a Westlake cardiologist with performing unnecessary catheterizations, tests, stent insertions and causing unnecessary coronary artery bypass surgeries as part of a scheme to overbill Medicare and other insurers by $7.2 million, law enforcement officials said. Dr. Harold Persaud, 55, was indicted on one count of health care fraud, 14 counts of making false statements and one count of engaging in monetary transactions in property derived from criminal activity.",https://www.justice.gov/usao/ohn/news/2014/21augpersaud.html
184,Criminal and Civil Enforcement,"August 21, 2014",U.S. Attorney,District of Maryland,0,Baltimore Man Sentenced to Prison for Armed Commercial Burglaries and a Home Invasion Robbery,"Baltimore, Maryland - U.S. District Judge J. Frederick Motz sentenced William Metcalf, age 39, of Baltimore, today to __ in prison, followed by _ years of supervised release, for conspiracy to commit bank burglary. Judge Motz also entered an order requiring Metcalf to pay restitution of $75,000. The sentence was announced by United States Attorney for the District of Maryland Rod J. Rosenstein; Assistant Special Agent in Charge Gary Tuggle of the Drug Enforcement Administration, Baltimore District Office; Howard County Police Chief William McMahon; Chief James W. Johnson of the Baltimore County Police Department; Anne Arundel County Police Chief Kevin Davis; Acting Special Agent in Charge William P. McMullan of the Bureau of Alcohol, Tobacco, Firearms and Explosives - Baltimore Field Division; Special Agent in Charge Nicholas DiGiulio, Office of Investigations, Office of Inspector General of the Department of Health and Human Services; Otis E. Harris, Jr., Special Agent in Charge, Coast Guard Investigative Service, Chesapeake Region; and Commissioner Anthony W. Batts of the Baltimore Police Department.",https://www.justice.gov/usao/md/news/2014/BaltimoreManSentencedToPrisonForArmedCommercialBurglariesAndAHomeInvasionRobbery.html
185,Criminal and Civil Enforcement,"August 20, 2014",U.S. Department of Justice,,1,Michigan Home Health Agency Owner Pleads Guilty to Participating in $22 Million Medicare Fraud Scheme,"A greater Detroit-area owner of three home health agencies pleaded guilty today for his role in a $22 million home health care fraud scheme. According to information contained in plea documents, Muhammad Aamir, 43, of Bloomfield Hills, Michigan, admitted that, beginning in 2008 and continuing through January 2013, he conspired with others to bill Medicare for home health care services that were not actually rendered, not medically necessary, and procured through paying illegal kickbacks.",https://www.justice.gov/opa/pr/2014/August/14-crm-882.html
186,Criminal and Civil Enforcement,"August 20, 2014",U.S. Attorney,Northern District of California,0,San Francisco and Los Banos Doctor Sentenced To Two Years in Prison in $3.2M Medicare Fraud Scheme,"SAN FRANCISCO - Edna Calaustro was sentenced to 24 months in prison and Mele Saavedra was sentenced to 3 years' probation yesterday for conspiracy to commit health care fraud, conspiracy to pay and receive kickbacks involving the Medicare program, and health care fraud. The evidence at trial showed that beginning in approximately December 2006 and continuing through July 2011, Patrick Sogbein, the owner of Debs Medical Distributors, a Van Nuys durable medical equipment company, and his wife, Adebola Adefunke Adebimpe, the owner of Dignity Medical Supply, a Santa Clarita durable medical equipment company, submitted over 400 false and fraudulent claims to Medicare using fraudulent prescriptions and medical records prepared by Calaustro. The evidence also showed that Sogbein and Adebimpe worked with Calaustro, then a San Francisco-based physician, and street level recruiters, including Eduardo Abad and Saavedra.",https://www.justice.gov/usao/can/news/2014/2014_08_20_calaustro.saavedra.sentenced.press.html
187,Criminal and Civil Enforcement,"August 20, 2014",U.S. Attorney,District of Maryland,0,Pharmacy Store Employees Plead Guilty In Scheme to Defraud Health Care Benefit Programs,"Baltimore, Maryland - Vipinkumar Patel (V. Patel), age 30, of Edgewood, Maryland; and Jigar Patel (J. Patel), age 27, of Columbia, Maryland, have each pleaded guilty to making false statements relating to health care matters in connection with a scheme to defraud Medicaid, Medicare and the Federal Employees Health Benefits Program by submitting false claims for prescription refills.  Vipinkumar Patel pleaded guilty on August 19, 2014 and Jigar Patel pleaded guilty today.",https://www.justice.gov/usao/md/news/2014/PharmacyStoreEmployeesPleadGuiltyInSchemeToDefraudHealthCareBenefitPrograms.html
188,Criminal and Civil Enforcement,"August 18, 2014",U.S. Attorney,Central District of California,0,Leader of $20 Million Fraud Scheme Involving Bogus Prescriptions for Expensive Anti-Psychotics Sentenced to 8 Years in Federal Prison,"LOS ANGELES - The leader of a $20 million health care fraud scheme based at a Glendale medical clinic was sentenced today to eight years in federal prison for overseeing a plot to fraudulently prescribe expensive anti-psychotic medications and to sell those drugs back to pharmacies through the black market, where the drugs would be billed to the government over and over.",https://www.justice.gov/usao/cac/Pressroom/2014/107.html
189,Criminal and Civil Enforcement,"August 18, 2014",U.S. Attorney,District of Arizona,0,Carondelet Health Network to pay $35 Million to Resolve False Claims Allegations Involving St. Joseph's And St. Mary's Hospitals in Tucson,"TUCSON, Ariz. - Carondelet Health Network, an Arizona non-profit corporation doing business as Carondelet St. Mary's Hospital and Carondelet St. Joseph's Hospital in Tucson, Ariz., has agreed to pay the United States $35,000,000 to resolve civil allegations that the hospitals violated the federal False Claims Act by submitting false bills to Medicare and other federal health care programs.",https://www.justice.gov/usao/az/press_releases/2014/PR_08182014_Carondelet.html
190,Criminal and Civil Enforcement,"August 18, 2014",U.S. Attorney,Middle District of Louisiana,1,Baton Rouge Woman Sentenced To Lengthy Prison Term for Her Role in Multi-Million Dollar Medicare Fraud Scheme,"BATON ROUGE, LA - An owner and operator of community mental health centers in Baton Rouge, Louisiana, and Houston, Texas, was sentenced today to serve more than eight years in prison for her role in an extensive Medicare fraud scheme. Chief U.S. District Court Judge Brian A. Jackson sentenced HOOR NAZ JAFRI, age 54, of Baton Rouge, Louisiana, to one hundred and two (102) months in federal prison, to be followed by a three-year term of supervised release. JAFRI was also ordered to pay restitution in the amount of $43,528,584 and will be required to forfeit all proceeds from the fraudulent scheme.",https://www.justice.gov/usao/lam/news/2014/pr2014040.html
191,Criminal and Civil Enforcement,"August 15, 2014",U.S. Attorney,Eastern District of Pennsylvania,0,Albert Einstein Healthcare and Fornance Physician Services Agree To Settlement Of Voluntary Disclosure,"The United States announces that it has settled claims under the False Claims Act with Albert Einstein Healthcare Network and Fornance Physician Services for improperly billing federal health care programs for services submitted on behalf of Dr. Roman.  Einstein and Fornance voluntarily disclosed the allegations and have agreed to pay $ 348,854.00 to resolve the matter.",https://www.justice.gov/usao/pae/News/2014/August/einsteinsettlement_release.htm
192,Criminal and Civil Enforcement,"August 15, 2014",U.S. Department of Justice,,0,Former Owner of Los Angeles Medical Clinic Management Company Pleads Guilty in $3.2 Million Medicare Fraud Scheme,"The former owner of a Los Angeles medical clinic management company pleaded guilty today in connection with his role in a scheme to defraud Medicare. Mihran ""Mike"" Meguerian, 37, of Glendale, California, pleaded guilty before U.S. District Judge Beverly R. O'Connell in the Central District of California to one count of conspiracy to commit health care fraud.",https://www.justice.gov/opa/pr/2014/August/14-crm-861.html
193,Criminal and Civil Enforcement,"August 14, 2014",U.S. Attorney,Northern District of New York,0,New York Heart Center to Pay More Than $1.33 Million to Settle Allegations of False Claims Act and Stark Law Violations,"ALBANY, NEW YORK: Cardiovascular Specialists, P.C., d/b/a New York Heart Center (NYHC) - a group practice of cardiologists with offices throughout central and northern New York - has agreed to pay the United States $1,336,636.98 plus interest to resolve allegations that it violated the False Claims Act and the Physician Self-Referral Law (commonly known as the Stark Law) by knowingly compensating its physicians in a manner that violated federal law, announced United States Attorney Richard S. Hartunian.",https://www.justice.gov/usao/nyn/news/2024-3992-618127744.pdf
194,Criminal and Civil Enforcement,"August 14, 2014",U.S. Attorney,Southern District of Georgia,0,Government Settles False Claims Act Allegations against Optim Healthcare,"SAVANNAH, GA: Optim Healthcare, based in Savannah, and others have agreed to pay the United States a total of $4 million to settle allegations that they submitted false claims to the Government. The settlement announced today resolves allegations that between 2008 and 2012, Optim Healthcare, through its physician-owned hospital in Tattnall County and through its ambulatory surgical center in Savannah, submitted claims for surgical and other medical procedures to Medicare that were: (1) improperly inflated, (2) misidentified in order to receive a higher rate of reimbursement, and (3) in violation of the federal prohibition against physician self-referrals, commonly known as the Stark Law.  The Stark Law is intended to ensure that a physician's medical judgment is not compromised by improper financial incentives and is based solely on the best interests of the patient.",https://www.justice.gov/usao/gas/press_releases/2014/201408014_Optim.html
195,Criminal and Civil Enforcement,"August 14, 2014",U.S. Attorney,District of Massachusetts,0,Former Tufts Health Plan Employee Convicted of Disclosing Personal Patient Information,"BOSTON - A former employee of Tufts Health Plan pleaded guilty today to stealing personal identifying information belonging to hundreds of customers. The stolen data included names, dates of birth, and Social Security numbers, primarily of customers over the age of 65.",https://www.justice.gov/usao/ma/news/2014/August/LubinEmelinepleaPR.html
196,Criminal and Civil Enforcement,"August 13, 2014",U.S. Attorney,Middle District of Georgia,0,Middle Georgia Tax Preparer Sentenced,"Michael J. Moore, United States Attorney for the Middle District of Georgia, announced that Jackie Elvine, a/k/a Jackie Young, 39, of Jeffersonville, Georgia, was sentenced on August 13, 2014 to serve 5 years (63 months) in prison for health care fraud, aiding in the preparation of a false tax return and false claims against the Government.  The sentence was handed down by the Honorable Marc T. Treadwell, United States District Court Judge, in Macon, Georgia.  The Court also ordered Ms. Elvine to pay restitution in the amount of $372,008.88.",https://www.justice.gov/usao/gam/press_releases/2014/08_13_2014.html
197,Criminal and Civil Enforcement,"August 12, 2014",U.S. Attorney,Northern District of Ohio,0,"Former Head of Cleveland Anti-Poverty Agency Charged With Bribery, Conspiracy","The former head of a Cleveland-area anti-poverty agency was charged with accepting more than $23,000 in cash, home renovations and other things of value in exchange for steering work to specific contractors, law enforcement officials said. Jacqueline K. Middleton, 69, of Shaker Heights, was charged in a criminal information with two counts of honest services fraud, one count of bribery in federally funded programs and one count of Hobbs Act Conspiracy.",https://www.justice.gov/usao/ohn/news/2014/12augmid.html
198,Criminal and Civil Enforcement,"August 12, 2014",U.S. Attorney,Eastern District of Virginia,0,Northern Virginia Dermatologist Charged with Health Care Fraud,"ALEXANDRIA, Va. - Amir Bajoghli, 44, of McLean, Virginia-a dermatologist, the owner of the Skin & Laser Surgery Center and a former Washingtonian magazine ""Top Doctor""-was indicted by a federal grand jury today on 60 counts of health care fraud, aggravated identity theft and obstruction of justice.",https://www.justice.gov/usao/vae/news/2014/08/20140812Bojaghlinr.html
199,Criminal and Civil Enforcement,"August 12, 2014",U.S. Attorney,Eastern District of California,0,Former Director of Yosemite National Park Child Care Center Charged with Embezzlement,"FRESNO, Calif. - Charity Brocchini, 40, of Sonora, has been charged with embezzling more than $42,000 from the Yosemite National Park Child Care Center, United States Attorney Benjamin B. Wagner announced. On Thursday, August 7, 2014, a federal grand jury in Fresno returned an indictment charging her with two counts of wire fraud and one count of embezzlement concerning program receiving federal funds.",https://www.justice.gov/usao/cae/news/docs/2014/2014_08/08-12-14Brocchini.html
200,Criminal and Civil Enforcement,"August 8, 2014",U.S. Department of Justice,,0,McKesson Corp. to Pay $18 Million to Resolve False Claims Allegations Related to Shipping Services Provided Under Centers for Disease Control Vaccine Distribution Contract,"McKesson Corporation has agreed to pay $18 million to resolve allegations that it improperly set temperature monitors used in shipping vaccines under its contract with the Centers for Disease Control and Prevention, the Justice Department announced today.  McKesson is a pharmaceutical distributor with corporate headquarters in San Francisco.",https://www.justice.gov/opa/pr/2014/August/14-civ-841.html
201,Criminal and Civil Enforcement,"August 8, 2014",U.S. Attorney,Southern District of Ohio,0,Owners of Lawrence County Medical Clinics Plead Guilty To Conspiracy to Commit Health Care Fraud,"Four people involved in the operation of Advanced Family Medical Center and Watkins-Tsai Imaging in Coal Grove, Ohio have pleaded guilty to conspiracy to commit health care fraud, admitting that they improperly charged government insurance programs for medically unnecessary procedures.",https://www.justice.gov/usao/ohs/news/08-08-14_2.html
202,Criminal and Civil Enforcement,"August 7, 2014",U.S. Attorney,Southern District of Ohio,0,Columbus Home Health Operator Sentenced in Fraud Scheme,"COLUMBUS-The owner of Columbus-based Janis Home Health Care, Eric Isakov, 45, was sentenced to 42 months in prison, followed by two years of supervised release, and ordered to pay restitution of $900,000 for defrauding the Medicare and Medicaid programs by paying kickbacks in the form of gift cards and videogame systems to people who would sign up with his company, and paying senior living centers for referrals.",https://www.fbi.gov/cincinnati/press-releases/2014/columbus-home-health-operator-sentenced-in-fraud-scheme
